transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000041,3940,852,38.37,MXN,approved,2025-09-29 08:12:15,debit_card,Maestro,MX,00,Transaction approved,3.48,1.34,37.03,tablet,136.129.66.146,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lg-UG) AppleWebKit/532.42.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.42.5",1,842,True,1,tech,False,2025-09-30
TXN00000043,4096,243,46.83,ARS,approved,2025-09-10 21:53:35,debit_card,Mastercard Debit,AR,00,Transaction approved,2.59,1.21,45.62,desktop,93.147.84.122,Opera/8.51.(Windows NT 4.0; ce-RU) Presto/2.9.178 Version/10.00,1,651,True,1,food_beverage,False,2025-09-12
TXN00000044,6613,905,25.92,CLP,refunded,2025-09-03 07:15:00,credit_card,Diners Club,CL,cancelled,Transaction refunded,0.0,0.0,0.0,mobile,26.174.58.39,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/534.18.1",1,978,True,1,other,False,
TXN00000047,9643,620,75.02,USD,approved,2025-10-23 14:27:22,debit_card,Visa Debit,BR,00,Transaction approved,3.27,2.45,72.57,mobile,10.31.196.92,Opera/9.22.(Windows NT 5.01; ayc-PE) Presto/2.9.160 Version/10.00,1,442,True,1,retail,True,2025-10-24
TXN00000048,9467,539,33.32,ARS,approved,2025-10-19 12:48:19,debit_card,Visa Debit,AR,00,Transaction approved,2.58,0.86,32.46,mobile,222.174.253.225,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; gez-ER) AppleWebKit/535.23.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.23.2",1,1488,False,1,tech,False,2025-10-20
TXN00000049,7758,885,57.56,COP,approved,2025-10-13 08:18:01,ewallet,PayPal,CO,00,Transaction approved,3.55,2.04,55.52,desktop,76.41.178.46,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7005-06-04 02:02:57 Firefox/7.0,1,483,,1,travel,False,2025-10-14
TXN00000050,3259,164,60.42,CLP,approved,2025-09-30 09:24:00,credit_card,Visa,CL,00,Transaction approved,2.94,1.78,58.64,mobile,98.75.93.16,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/14.5a6848.0 Mobile/20Q396 Safari/532.2",1,2425,False,1,tech,False,2025-10-02
TXN00000052,1112,410,98.47,MXN,approved,2025-08-18 07:42:12,bank_transfer,Transferencia,MX,00,Transaction approved,1.61,1.59,96.88,mobile,218.203.196.111,Mozilla/5.0 (Windows CE; ms-MY; rv:1.9.1.20) Gecko/3759-05-29 06:32:58 Firefox/3.8,1,113,,1,food_beverage,False,2025-08-19
TXN00000054,3360,284,62.23,ARS,approved,2025-09-17 09:35:20,debit_card,Mastercard Debit,AR,00,Transaction approved,2.52,1.57,60.66,mobile,210.242.120.113,Opera/9.24.(Windows NT 11.0; ha-NG) Presto/2.9.163 Version/11.00,1,2204,True,1,services,False,2025-09-19
TXN00000055,6061,293,22.9,BRL,approved,2025-09-09 12:00:35,credit_card,Mastercard,BR,00,Transaction approved,2.72,0.62,22.28,mobile,79.102.36.244,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_3; rv:1.9.2.20) Gecko/8605-04-17 13:07:53 Firefox/3.8,1,657,False,6,food_beverage,False,2025-09-11
TXN00000057,3250,302,92.09,ARS,declined,2025-09-02 14:49:58,debit_card,Visa Debit,AR,65,Insufficient funds,0.0,0.0,0.0,desktop,201.246.8.31,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_4 rv:3.0; tt-RU) AppleWebKit/535.37.4 (KHTML, like Gecko) Version/5.0.3 Safari/535.37.4",1,1081,False,1,travel,False,
TXN00000058,3961,219,18.52,COP,pending,2025-10-22 10:10:14,bank_transfer,Transferencia,CO,pending,Pending authorization,0.0,0.0,0.0,tablet,91.218.217.120,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/50.0.852.0 Safari/534.1",1,2518,,1,utilities,False,
TXN00000059,2465,68,49.02,COP,approved,2025-09-30 15:29:42,bank_transfer,Transferencia,CO,00,Transaction approved,1.94,0.95,48.07,mobile,198.193.30.230,Mozilla/5.0 (Android 4.0.4; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,1,2043,,1,entertainment,False,2025-10-01
TXN00000060,9726,159,21.63,MXN,approved,2025-09-03 08:59:03,debit_card,Mastercard Debit,MX,00,Transaction approved,3.48,0.75,20.88,desktop,162.119.140.132,Opera/8.61.(Windows NT 10.0; be-BY) Presto/2.9.170 Version/12.00,1,1529,True,1,utilities,False,2025-09-04
TXN00000061,5987,122,55.46,BRL,approved,2025-08-16 09:28:00,debit_card,Maestro,BR,00,Transaction approved,3.11,1.72,53.74,mobile,30.74.253.244,Opera/8.94.(X11; Linux x86_64; id-ID) Presto/2.9.164 Version/10.00,1,256,False,1,utilities,False,2025-08-18
TXN00000063,180,615,25.65,CLP,approved,2025-08-07 12:25:23,bank_transfer,SPEI,CL,00,Transaction approved,1.81,0.46,25.19,desktop,113.179.174.138,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/53.0.847.0 Safari/531.1",1,2692,,1,retail,False,2025-08-09
TXN00000064,4184,342,31.05,ARS,approved,2025-08-09 22:33:40,debit_card,Visa Debit,AR,00,Transaction approved,3.08,0.96,30.09,mobile,20.48.236.66,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/34.0.899.0 Mobile/44X540 Safari/531.2",1,2235,True,1,entertainment,False,2025-08-11
TXN00000068,1680,754,78.38,MXN,approved,2025-08-17 07:35:08,debit_card,Maestro,MX,00,Transaction approved,2.59,2.03,76.35,mobile,96.97.113.187,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/33.0.895.0 Safari/532.2",1,2571,True,1,other,False,2025-08-19
TXN00000069,9159,998,52.11,COP,approved,2025-10-17 19:48:17,debit_card,Mastercard Debit,CO,00,Transaction approved,2.71,1.41,50.7,mobile,198.30.138.190,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/23.0.813.0 Safari/536.1",1,210,False,1,utilities,False,2025-10-19
TXN00000070,8121,978,8.54,BRL,approved,2025-08-19 22:33:10,bank_transfer,PIX,BR,00,Transaction approved,1.56,0.13,8.41,mobile,65.214.132.8,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/14.4e1046.0 Mobile/63L346 Safari/534.2",1,2669,,1,food_beverage,False,2025-08-21
TXN00000071,3156,724,32.38,PEN,declined,2025-08-30 22:33:42,credit_card,Diners Club,PE,65,Security violation,0.0,0.0,0.0,desktop,133.247.202.152,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0 rv:3.0; ayc-PE) AppleWebKit/534.4.1 (KHTML, like Gecko) Version/5.0 Safari/534.4.1",1,364,True,1,entertainment,False,
TXN00000072,5258,277,7.43,COP,approved,2025-09-12 06:13:21,credit_card,American Express,CO,00,Transaction approved,2.77,0.21,7.22,mobile,13.59.212.130,Mozilla/5.0 (Android 4.0.2; Mobile; rv:41.0) Gecko/41.0 Firefox/41.0,1,1656,True,3,retail,False,2025-09-13
TXN00000073,755,139,48.42,USD,approved,2025-08-14 06:12:53,ewallet,Clip,PE,00,Transaction approved,3.44,1.67,46.75,mobile,220.249.69.211,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/62.0.815.0 Safari/536.2",1,1686,,1,other,True,2025-08-16
TXN00000075,3566,383,52.1,COP,approved,2025-10-20 22:43:54,credit_card,American Express,CO,00,Transaction approved,2.77,1.44,50.66,mobile,61.5.173.245,Opera/9.65.(X11; Linux i686; ln-CD) Presto/2.9.161 Version/10.00,1,114,True,1,retail,False,2025-10-22
TXN00000076,1829,827,87.72,ARS,approved,2025-09-26 18:37:26,credit_card,American Express,AR,00,Transaction approved,3.29,2.89,84.83,mobile,139.40.84.127,Opera/9.72.(X11; Linux i686; dv-MV) Presto/2.9.172 Version/12.00,1,491,True,1,utilities,False,2025-09-28
TXN00000078,2851,37,14.47,COP,approved,2025-09-14 14:44:56,credit_card,Diners Club,CO,00,Transaction approved,3.44,0.5,13.97,desktop,219.13.59.205,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),1,318,True,6,travel,False,2025-09-16
TXN00000079,1827,115,12.58,USD,approved,2025-08-13 16:30:00,debit_card,Visa Debit,CO,00,Transaction approved,2.64,0.33,12.25,mobile,165.142.182.68,Mozilla/5.0 (Android 3.2.6; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0,1,483,True,1,food_beverage,True,2025-08-14
TXN00000080,7716,599,46.81,MXN,refunded,2025-10-03 06:29:52,credit_card,Mastercard,MX,refund,Transaction refunded,0.0,0.0,0.0,mobile,23.123.206.76,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/38.0.826.0 Safari/535.2",1,2302,True,1,travel,False,
TXN00000081,3789,243,21.8,CLP,approved,2025-09-14 23:08:40,debit_card,Visa Debit,CL,00,Transaction approved,2.89,0.63,21.17,mobile,86.25.66.30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/36.0.821.0 Safari/532.0",1,1157,True,1,entertainment,False,2025-09-15
TXN00000083,9241,149,14.6,ARS,approved,2025-09-29 22:02:18,debit_card,Mastercard Debit,AR,00,Transaction approved,2.94,0.43,14.17,api,219.114.119.82,API/1.0,1,976,True,1,services,False,2025-09-30
TXN00000085,5559,860,87.46,MXN,approved,2025-10-03 09:09:38,debit_card,Mastercard Debit,MX,00,Transaction approved,2.92,2.55,84.91,desktop,149.109.127.44,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7482-04-01 04:36:45 Firefox/14.0,1,870,True,1,entertainment,False,2025-10-05
TXN00000086,5489,511,26.7,ARS,approved,2025-08-14 12:05:26,ewallet,Rappi Pay,AR,00,Transaction approved,3.13,0.84,25.86,mobile,142.194.53.41,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6378-09-28 00:55:49 Firefox/3.6.8,1,1606,,1,entertainment,False,2025-08-16
TXN00000087,2738,711,3.19,MXN,approved,2025-08-20 14:25:24,credit_card,Visa,MX,00,Transaction approved,2.77,0.09,3.1,mobile,68.235.0.102,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0 rv:3.0; fy-NL) AppleWebKit/535.9.5 (KHTML, like Gecko) Version/4.0 Safari/535.9.5",1,1250,True,1,travel,False,2025-08-22
TXN00000088,5695,292,30.65,USD,approved,2025-09-26 09:30:30,bank_transfer,PIX,BR,00,Transaction approved,1.11,0.34,30.31,mobile,59.220.236.104,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),1,2184,,1,entertainment,True,2025-09-27
TXN00000089,4648,119,27.43,CLP,declined,2025-10-23 21:05:47,bank_transfer,PIX,CL,65,Insufficient funds,0.0,0.0,0.0,desktop,170.148.49.87,Opera/9.70.(X11; Linux i686; kw-GB) Presto/2.9.176 Version/12.00,1,2135,,1,food_beverage,False,
TXN00000090,4006,34,21.46,ARS,refunded,2025-09-15 22:20:12,ewallet,MercadoPago,AR,cancelled,Transaction refunded,0.0,0.0,0.0,desktop,114.96.248.174,Opera/9.52.(Windows NT 4.0; bg-BG) Presto/2.9.186 Version/11.00,1,2624,,1,other,False,
TXN00000091,8363,124,13.85,MXN,declined,2025-09-25 07:00:55,debit_card,Maestro,MX,51,Exceeds withdrawal limit,0.0,0.0,0.0,api,113.210.194.120,API/1.0,1,1157,True,1,utilities,False,
TXN00000094,1301,36,23.26,USD,declined,2025-08-19 14:16:09,debit_card,Visa Debit,PE,65,Security violation,0.0,0.0,0.0,mobile,80.171.85.209,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_5; rv:1.9.3.20) Gecko/6242-12-26 19:04:11 Firefox/3.8,3,425,True,1,services,True,
TXN00000096,5243,321,12.27,CLP,approved,2025-09-27 16:29:28,bank_transfer,PSE,CL,00,Transaction approved,1.03,0.13,12.14,mobile,4.64.221.238,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/46.0.868.0 Safari/532.0",1,1787,,1,travel,False,2025-09-28
TXN00000097,851,602,105.8,BRL,approved,2025-07-28 08:13:18,debit_card,Visa Debit,BR,00,Transaction approved,3.33,3.52,102.28,desktop,115.66.18.52,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; es-NI) AppleWebKit/535.25.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.25.7",1,2837,True,1,travel,False,2025-07-29
TXN00000098,948,360,46.41,CLP,approved,2025-10-12 23:31:10,credit_card,Mastercard,CL,00,Transaction approved,2.86,1.33,45.08,tablet,22.115.119.85,Mozilla/5.0 (Windows NT 4.0; da-DK; rv:1.9.2.20) Gecko/8806-06-22 19:03:06 Firefox/3.8,1,2123,False,3,utilities,False,2025-10-13
TXN00000099,6825,797,6.01,MXN,declined,2025-08-14 14:55:04,credit_card,Diners Club,MX,05,Invalid card,0.0,0.0,0.0,mobile,77.24.148.211,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; bhb-IN) AppleWebKit/532.36.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.36.5",3,1896,True,1,retail,False,
