transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000046,8925,188,12.81,USD,approved,2025-10-03 04:40:50,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,162.4.166.213,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.0),1,2006,True,1,travel,True,2025-10-04
TXN00000051,5224,427,9.94,USD,approved,2025-10-11 00:16:51,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,68.81.175.94,Opera/8.77.(Windows NT 6.0; it-IT) Presto/2.9.174 Version/11.00,1,1426,,1,entertainment,True,2025-10-12
TXN00000056,5055,574,32.37,BRL,approved,2025-08-16 02:50:50,debit_card,Visa Debit,BR,00,Transaction approved,2.69,0.87,31.5,mobile,24.203.85.66,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/15.2t0882.0 Mobile/09F466 Safari/531.1",1,415,True,1,tech,False,2025-08-17
TXN00000062,7597,297,25.79,BRL,declined,2025-09-10 02:40:00,debit_card,Visa Debit,BR,05,Insufficient funds,0.0,0.0,0.0,api,7.70.117.198,API/1.0,3,1480,False,1,services,False,
TXN00000066,1770,938,33.66,CLP,approved,2025-10-04 01:24:13,credit_card,Mastercard,CL,00,Transaction approved,2.64,0.89,32.77,desktop,12.46.145.182,Mozilla/5.0 (Android 2.3.3; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,1,1783,True,3,food_beverage,False,2025-10-05
TXN00000067,9917,451,9.91,MXN,approved,2025-10-22 05:32:52,debit_card,Mastercard Debit,MX,00,Transaction approved,2.88,0.29,9.62,mobile,103.139.228.36,Opera/9.35.(X11; Linux x86_64; ckb-IQ) Presto/2.9.176 Version/10.00,1,2435,True,1,travel,False,2025-10-23
TXN00000074,8922,304,8.12,COP,approved,2025-10-03 01:58:25,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,102.156.251.141,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/45.0.881.0 Safari/531.0",1,2184,True,1,utilities,False,2025-10-05
TXN00000077,910,829,62.27,MXN,declined,2025-09-20 03:10:14,debit_card,Maestro,MX,54,Exceeds withdrawal limit,0.0,0.0,0.0,api,110.73.35.182,API/1.0,3,801,True,1,food_beverage,False,
TXN00000082,6421,507,20.7,COP,approved,2025-09-10 05:50:38,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,169.113.107.226,Opera/9.21.(X11; Linux i686; mi-NZ) Presto/2.9.183 Version/11.00,1,716,,1,utilities,False,2025-09-12
TXN00000084,9281,556,11.93,COP,declined,2025-08-11 00:43:13,ewallet,Rappi Pay,CO,54,Expired card,0.0,0.0,0.0,mobile,129.47.237.50,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/15.8n4708.0 Mobile/82S447 Safari/532.2",3,887,,1,retail,False,
TXN00000092,2745,767,133.01,MXN,approved,2025-08-24 00:24:39,bank_transfer,Transferencia,MX,00,Transaction approved,1.97,2.62,130.39,mobile,164.25.228.208,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/38.0.871.0 Safari/536.1",1,319,,1,services,False,2025-08-25
TXN00000093,6321,649,19.13,USD,approved,2025-09-08 00:10:26,credit_card,Diners Club,AR,00,Transaction approved,2.59,0.5,18.63,api,222.125.253.118,API/1.0,1,2449,True,3,services,True,2025-09-10
TXN00000095,9463,714,3.81,COP,approved,2025-08-28 05:40:52,credit_card,Mastercard,CO,00,Transaction approved,3.26,0.12,3.69,desktop,208.125.228.135,"Mozilla/5.0 (Windows 95) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/28.0.807.0 Safari/534.1",1,2230,False,1,food_beverage,False,2025-08-30
TXN00000100,6220,173,76.86,COP,approved,2025-09-06 01:22:44,credit_card,Visa,CO,00,Transaction approved,3.31,2.54,74.32,mobile,177.34.215.209,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),1,139,True,12,tech,False,2025-09-07
