transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000033,1523,574,42.21,BRL,declined,2025-09-29 03:59:34,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,72.34.97.114,Opera/8.48.(X11; Linux i686; nso-ZA) Presto/2.9.190 Version/10.00,1,428,,1,utilities,False,
TXN00000036,7743,576,26.79,MXN,approved,2025-08-28 00:34:37,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,27.35.78.208,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),1,1924,,1,entertainment,False,2025-08-29
TXN00000046,8925,188,12.81,USD,approved,2025-10-03 04:43:50,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,160.12.51.239,Opera/9.95.(X11; Linux x86_64; ber-DZ) Presto/2.9.188 Version/11.00,1,2006,True,1,travel,True,2025-10-04
TXN00000051,5224,427,9.94,USD,approved,2025-10-11 00:19:51,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,111.47.43.83,Opera/8.58.(X11; Linux x86_64; wo-SN) Presto/2.9.173 Version/12.00,1,1426,,1,entertainment,True,2025-10-12
TXN00000056,5055,574,32.37,BRL,approved,2025-08-16 02:53:50,debit_card,Visa Debit,BR,00,Transaction approved,2.69,0.87,31.5,mobile,46.204.117.62,Mozilla/5.0 (Windows NT 5.01; gu-IN; rv:1.9.2.20) Gecko/8639-05-14 10:22:01 Firefox/13.0,1,415,True,1,tech,False,2025-08-17
TXN00000062,7597,297,25.79,BRL,declined,2025-09-10 02:43:00,debit_card,Visa Debit,BR,05,Insufficient funds,0.0,0.0,0.0,api,21.33.37.199,API/1.0,3,1480,False,1,services,False,
TXN00000066,1770,938,33.66,CLP,approved,2025-10-04 01:27:13,credit_card,Mastercard,CL,00,Transaction approved,2.64,0.89,32.77,desktop,217.121.100.43,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.1),1,1783,True,3,food_beverage,False,2025-10-05
TXN00000067,9917,451,9.91,MXN,approved,2025-10-22 05:35:52,debit_card,Mastercard Debit,MX,00,Transaction approved,2.88,0.29,9.62,mobile,168.160.113.159,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/25.0.827.0 Safari/536.2",1,2435,True,1,travel,False,2025-10-23
TXN00000074,8922,304,8.12,COP,approved,2025-10-03 02:01:25,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,223.95.223.223,Mozilla/5.0 (Android 2.3.4; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,1,2184,True,1,utilities,False,2025-10-05
TXN00000077,910,829,62.27,MXN,declined,2025-09-20 03:13:14,debit_card,Maestro,MX,54,Exceeds withdrawal limit,0.0,0.0,0.0,api,50.237.188.93,API/1.0,3,801,True,1,food_beverage,False,
TXN00000082,6421,507,20.7,COP,approved,2025-09-10 05:53:38,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,31.173.122.20,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; my-MM) AppleWebKit/534.14.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.14.4",1,716,,1,utilities,False,2025-09-12
TXN00000084,9281,556,11.93,COP,declined,2025-08-11 00:46:13,ewallet,Rappi Pay,CO,54,Expired card,0.0,0.0,0.0,mobile,136.218.103.236,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),3,887,,1,retail,False,
TXN00000092,2745,767,133.01,MXN,approved,2025-08-24 00:27:39,bank_transfer,Transferencia,MX,00,Transaction approved,1.97,2.62,130.39,mobile,124.230.242.211,Opera/9.35.(Windows NT 6.1; th-TH) Presto/2.9.176 Version/11.00,1,319,,1,services,False,2025-08-25
TXN00000093,6321,649,19.13,USD,approved,2025-09-08 00:13:26,credit_card,Diners Club,AR,00,Transaction approved,2.59,0.5,18.63,api,144.129.89.182,API/1.0,1,2449,True,3,services,True,2025-09-10
TXN00000095,9463,714,3.81,COP,approved,2025-08-28 05:43:52,credit_card,Mastercard,CO,00,Transaction approved,3.26,0.12,3.69,desktop,82.112.148.2,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/13.6y9282.0 Mobile/94I830 Safari/536.2",1,2230,False,1,food_beverage,False,2025-08-30
TXN00000100,6220,173,76.86,COP,approved,2025-09-06 01:25:44,credit_card,Visa,CO,00,Transaction approved,3.31,2.54,74.32,mobile,91.50.25.131,Opera/9.67.(Windows NT 5.0; ps-AF) Presto/2.9.173 Version/12.00,1,139,True,12,tech,False,2025-09-07
