transaction_id,user_id,merchant_id,amount,currency,status,timestamp,payment_method,payment_provider,country,response_code,response_message,fee_percentage,transaction_fee,net_amount,device_type,ip_address,user_agent,attempt_number,processing_time_ms,three_ds_verified,installments,category,is_international,settlement_date
TXN00000033,1523,574,42.21,BRL,declined,2025-09-29 03:58:34,ewallet,Clip,BR,54,Security violation,0.0,0.0,0.0,desktop,140.58.51.118,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sl-SI) AppleWebKit/531.12.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.12.3",1,428,,1,utilities,False,
TXN00000036,7743,576,26.79,MXN,approved,2025-08-28 00:33:37,bank_transfer,PSE,MX,00,Transaction approved,1.85,0.5,26.29,mobile,194.197.132.98,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6 rv:2.0; wal-ET) AppleWebKit/532.11.7 (KHTML, like Gecko) Version/4.1 Safari/532.11.7",1,1924,,1,entertainment,False,2025-08-29
TXN00000046,8925,188,12.81,USD,approved,2025-10-03 04:42:50,credit_card,American Express,PE,00,Transaction approved,2.86,0.37,12.44,mobile,28.133.168.226,Opera/8.84.(X11; Linux x86_64; ja-JP) Presto/2.9.168 Version/10.00,1,2006,True,1,travel,True,2025-10-04
TXN00000051,5224,427,9.94,USD,approved,2025-10-11 00:18:51,bank_transfer,Transferencia,BR,00,Transaction approved,1.56,0.16,9.78,mobile,145.254.102.90,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0),1,1426,,1,entertainment,True,2025-10-12
TXN00000056,5055,574,32.37,BRL,approved,2025-08-16 02:52:50,debit_card,Visa Debit,BR,00,Transaction approved,2.69,0.87,31.5,mobile,160.163.63.115,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),1,415,True,1,tech,False,2025-08-17
TXN00000062,7597,297,25.79,BRL,declined,2025-09-10 02:42:00,debit_card,Visa Debit,BR,05,Insufficient funds,0.0,0.0,0.0,api,207.246.146.138,API/1.0,3,1480,False,1,services,False,
TXN00000066,1770,938,33.66,CLP,approved,2025-10-04 01:26:13,credit_card,Mastercard,CL,00,Transaction approved,2.64,0.89,32.77,desktop,102.107.243.42,"Mozilla/5.0 (iPad; CPU iPad OS 4_3_5 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/57.0.833.0 Mobile/63F076 Safari/535.1",1,1783,True,3,food_beverage,False,2025-10-05
TXN00000067,9917,451,9.91,MXN,approved,2025-10-22 05:34:52,debit_card,Mastercard Debit,MX,00,Transaction approved,2.88,0.29,9.62,mobile,152.241.6.88,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.20.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.20.6",1,2435,True,1,travel,False,2025-10-23
TXN00000074,8922,304,8.12,COP,approved,2025-10-03 02:00:25,debit_card,Mastercard Debit,CO,00,Transaction approved,3.42,0.28,7.84,mobile,104.134.180.166,Opera/9.40.(X11; Linux x86_64; wa-BE) Presto/2.9.165 Version/11.00,1,2184,True,1,utilities,False,2025-10-05
TXN00000077,910,829,62.27,MXN,declined,2025-09-20 03:12:14,debit_card,Maestro,MX,54,Exceeds withdrawal limit,0.0,0.0,0.0,api,108.83.79.84,API/1.0,3,801,True,1,food_beverage,False,
TXN00000082,6421,507,20.7,COP,approved,2025-09-10 05:52:38,bank_transfer,SPEI,CO,00,Transaction approved,1.62,0.34,20.36,mobile,51.218.109.65,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_0; rv:1.9.2.20) Gecko/3699-04-28 11:46:05 Firefox/3.6.14,1,716,,1,utilities,False,2025-09-12
TXN00000084,9281,556,11.93,COP,declined,2025-08-11 00:45:13,ewallet,Rappi Pay,CO,54,Expired card,0.0,0.0,0.0,mobile,197.172.144.150,Opera/8.44.(X11; Linux x86_64; et-EE) Presto/2.9.162 Version/11.00,3,887,,1,retail,False,
TXN00000092,2745,767,133.01,MXN,approved,2025-08-24 00:26:39,bank_transfer,Transferencia,MX,00,Transaction approved,1.97,2.62,130.39,mobile,66.38.5.27,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/19.0.818.0 Safari/531.0",1,319,,1,services,False,2025-08-25
TXN00000093,6321,649,19.13,USD,approved,2025-09-08 00:12:26,credit_card,Diners Club,AR,00,Transaction approved,2.59,0.5,18.63,api,84.67.116.128,API/1.0,1,2449,True,3,services,True,2025-09-10
TXN00000095,9463,714,3.81,COP,approved,2025-08-28 05:42:52,credit_card,Mastercard,CO,00,Transaction approved,3.26,0.12,3.69,desktop,22.199.213.246,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8168-03-11 20:59:12 Firefox/9.0,1,2230,False,1,food_beverage,False,2025-08-30
TXN00000100,6220,173,76.86,COP,approved,2025-09-06 01:24:44,credit_card,Visa,CO,00,Transaction approved,3.31,2.54,74.32,mobile,162.63.66.183,Mozilla/5.0 (Windows NT 4.0; km-KH; rv:1.9.2.20) Gecko/7772-10-28 10:37:38 Firefox/3.8,1,139,True,12,tech,False,2025-09-07
